A1,A2,B1,B2,B3,class
0,0,3,1,150,0
9,35186,22,17,2283,0
9,22,35186,19,3185,0
18,14448,22,26,3004,0
18,22,14448,26,3745,0
9,22,55310,19,3185,0
9,55310,22,15,2163,0
0,23,9946,1,40,0
0,9946,23,1,46,0
28,47414,22,6,344,0
28,22,47414,9,693,0
120,55684,22,6,329,0
120,22,55684,13,8617,0
9,22,45041,19,3185,0
9,45041,22,17,2267,0
20,27332,22,24,2900,0
20,22,27332,26,3745,0
24,64947,22,28,3281,0
24,22,64947,30,4113,0
22,57722,22,26,3084,0
22,22,57722,29,4022,0
20,22,47098,27,3865,0
20,47098,22,26,2987,0
0,2289,3388,1,48,0
0,3388,2289,1,40,0
19,22,38909,26,3745,0
19,38909,22,24,2883,0
21,53660,22,25,3003,0
21,22,53660,29,4049,0
17,20898,22,24,2900,0
17,22,20898,26,3745,0
13,3843,22,13,2779,0
13,22,3843,18,2985,0
0,3395,47813,1,40,0
0,47813,3395,2,92,0
25,18612,22,28,3482,0
25,22,18612,32,5133,0
0,5358,30337,1,40,0
0,30337,5358,1,46,0
21,22,34836,27,3849,0
21,34836,22,24,2899,0
31,80,596,6,264,0
31,596,80,1,46,0
0,7349,636,1,46,0
0,636,7349,1,40,0
19,28848,22,23,2848,0
19,22,28848,26,3745,0
4,22,25448,11,2081,0
4,25448,22,16,2016,0
0,3525,445,3,144,0
0,445,3525,3,120,0
21,6628,22,26,3071,0
21,22,6628,29,3993,0
0,49201,23,2,92,0
0,23,49201,1,40,0
120,59620,22,6,335,0
120,22,59620,6,1361,0
20,41203,22,25,3054,0
20,22,41203,29,4049,0
0,8000,49839,7,702,1
0,49839,8000,6,586,1
0,8000,49840,7,556,1
0,49840,8000,6,515,1
0,8000,54083,7,702,1
0,54083,8000,6,586,1
0,8000,54084,7,556,1
0,54084,8000,6,515,1
0,8000,60126,7,702,1
0,60126,8000,6,586,1
0,8000,60127,7,556,1
0,60127,8000,6,515,1
0,8000,61200,7,702,1
0,61200,8000,6,586,1
0,8000,61199,7,556,1
0,61199,8000,6,515,1
0,8000,62311,7,702,1
0,62311,8000,6,586,1
0,8000,62312,7,556,1
0,62312,8000,6,515,1
0,8000,63341,7,702,1
0,63341,8000,6,586,1
0,8000,63342,7,556,1
0,63342,8000,6,515,1
0,8000,64406,7,702,1
0,64406,8000,8,690,1
0,8000,64405,7,556,1
0,64405,8000,6,515,1
0,8000,65495,7,556,1
0,65495,8000,6,515,1
0,8000,65496,7,702,1
0,65496,8000,5,540,1
0,8000,51009,7,702,1
0,51009,8000,6,586,1
0,8000,51010,7,556,1
0,51010,8000,6,515,1
0,8000,54677,7,556,1
0,54677,8000,6,515,1
0,8000,54678,7,702,1
0,54678,8000,6,586,1
0,8000,55706,7,556,1
0,55706,8000,6,515,1
0,8000,55705,7,702,1
0,55705,8000,6,586,1
0,8000,56733,7,702,1
0,56733,8000,6,586,1
0,8000,56734,7,556,1
0,56734,8000,6,515,1
0,8000,57759,7,702,1
0,57759,8000,6,586,1
0,8000,57760,7,556,1
0,57760,8000,6,515,1
0,8000,58785,7,702,1
0,58785,8000,6,586,1
0,8000,58786,7,556,1
0,58786,8000,6,515,1
0,8000,59812,7,702,1
0,59812,8000,6,586,1
0,8000,59811,7,556,1
0,59811,8000,6,515,1
0,8000,60858,7,556,1
0,60858,8000,6,515,1
0,8000,60859,7,702,1
0,60859,8000,6,586,1
0,8000,61887,7,556,1
0,61887,8000,6,515,1
0,8000,61886,7,702,1
0,61886,8000,6,586,1
0,8000,62912,7,702,1
0,62912,8000,6,586,1
0,8000,62913,7,556,1
0,62913,8000,6,515,1
0,8000,63944,7,556,1
0,63944,8000,6,515,1
0,8000,63943,7,702,1
0,63943,8000,6,586,1
0,8000,64975,7,702,1
0,64975,8000,6,586,1
0,8000,64976,7,556,1
0,64976,8000,6,515,1
0,8000,49660,7,556,1
0,49660,8000,6,515,1
0,8000,49661,7,702,1
0,49661,8000,6,586,1
0,8000,50690,7,556,1
0,50690,8000,6,515,1
0,8000,50691,7,702,1
0,50691,8000,6,586,1
0,8000,51716,7,702,1
0,51716,8000,6,586,1
0,8000,51717,7,556,1
0,51717,8000,6,515,1
0,8000,52742,7,556,1
0,52742,8000,6,515,1
0,8000,52743,7,702,1
0,52743,8000,6,586,1
30,34370,80,1,46,0
30,80,34370,6,264,0
10,22,47275,19,3185,0
10,47275,22,18,2319,0
10,22,43141,19,3185,0
10,43141,22,15,2163,0
10,44152,22,15,2163,0
10,22,44152,19,3185,0
20,22,45558,26,3745,0
20,45558,22,24,2889,0
9,50501,22,17,2267,0
9,22,50501,19,3185,0
6,59356,22,8,501,0
6,22,59356,9,1624,0
0,5629,5070,1,436,0
0,0,3,1,464,0
0,23,27865,1,40,0
0,27865,23,1,46,0
121,61590,22,4,231,0
121,22,61590,12,6650,0
121,61762,22,5,283,0
121,22,61762,15,8741,0
14,22,2571,18,2985,0
14,2571,22,13,2779,0
0,33314,23,1,46,0
0,23,33314,1,40,0
0,33108,22,2,92,0
0,22,33108,1,44,0
0,8000,62313,7,639,1
0,62313,8000,6,614,1
0,8000,63343,7,639,1
0,63343,8000,6,614,1
0,8000,56735,7,639,1
0,56735,8000,6,614,1
0,8000,57761,7,639,1
0,57761,8000,6,614,1
0,8000,58787,7,639,1
0,58787,8000,6,614,1
0,8000,60860,7,639,1
0,60860,8000,6,614,1
0,8000,61888,7,639,1
0,61888,8000,6,614,1
0,8000,63945,7,639,1
0,63945,8000,6,614,1
0,8000,64977,7,639,1
0,64977,8000,5,568,1
0,8000,49662,7,639,1
0,49662,8000,6,614,1
0,8000,50692,7,639,1
0,50692,8000,6,614,1
0,8000,51718,7,639,1
0,51718,8000,6,614,1
0,8000,52744,7,639,1
0,52744,8000,5,568,1
13,3952,22,13,2843,0
13,22,3952,19,3873,0
0,8000,54085,7,639,1
0,54085,8000,6,614,1
0,8000,61201,7,639,1
0,61201,8000,6,614,1
0,8000,64407,7,639,1
0,64407,8000,6,614,1
0,8000,51011,7,639,1
0,51011,8000,6,614,1
0,8000,55707,7,639,1
0,55707,8000,6,614,1
0,8000,60128,7,639,1
0,60128,8000,6,614,1
0,23,22243,1,40,0
0,22243,23,1,46,0
0,8000,59813,7,639,1
0,59813,8000,6,614,1
0,8000,62914,7,639,1
0,62914,8000,6,614,1
0,8000,54679,7,639,1
0,54679,8000,6,614,1
6,58194,22,7,381,0
6,22,58194,5,1297,0
0,8000,65497,7,639,1
0,65497,8000,6,614,1
79,16929,22,4,225,0
79,22,16929,9,6578,0
0,3306,35798,1,40,0
0,35798,3306,1,46,0
10,22,41978,20,3249,0
10,41978,22,17,2267,0
120,10759,22,5,1197,0
120,22,10759,13,8823,0
10,48095,22,19,2371,0
10,22,48095,19,3185,0
9,22,55609,19,3185,0
9,55609,22,17,2267,0
10,51773,22,17,2267,0
10,22,51773,19,3185,0
6,12322,22,11,1756,0
6,22,12322,12,2201,0
10,22,59912,19,3185,0
10,59912,22,15,2163,0
10,56212,22,17,2267,0
10,22,56212,20,3249,0
0,54826,5358,1,46,0
0,5358,54826,1,40,0
19,22,1363,26,3745,0
19,1363,22,26,2987,0
6,61265,22,9,553,0
6,22,61265,10,1684,0
0,8000,49841,7,639,1
0,49841,8000,6,614,1
30,28850,80,1,46,0
30,80,28850,6,264,0
20,9666,22,24,2916,0
20,22,9666,26,3745,0
21030,80,3395,86,3784,0
21030,3395,80,16,736,0
0,22,22020,5,1285,0
0,22020,22,6,340,0
19,21180,22,24,2883,0
19,22,21180,26,3745,0
0,8427,23,1,46,0
0,23,8427,1,40,0
6,10949,22,6,329,0
6,22,10949,7,2430,0
7,63160,22,7,360,0
7,22,63160,5,341,0
9,22,43936,19,3185,0
9,43936,22,15,2163,0
7,33267,22,2,106,0
7,22,33267,4,240,0
30,80,4978,6,264,0
30,4978,80,1,46,0
5,32660,22,7,426,0
5,22,32660,8,3446,0
9,43248,22,15,2163,0
9,22,43248,19,3185,0
0,39644,3386,1,46,0
0,3386,39644,1,40,0
2,60461,22,12,1602,0
2,22,60461,12,2545,0
0,21008,5078,1,46,0
0,5078,21008,1,40,0
20,5416,22,26,2987,0
20,22,5416,27,3865,0
6,36146,22,3,182,0
6,22,36146,5,349,0
18,58000,22,24,2932,0
18,22,58000,26,3745,0
0,25942,23,1,46,0
0,23,25942,1,40,0
10,37022,22,17,2267,0
10,22,37022,19,3185,0
10,14360,22,14,2111,0
10,22,14360,19,3185,0
11,15570,22,18,2565,0
11,22,15570,23,3441,0
120,30490,22,6,329,0
120,22,30490,14,8698,0
21,22,14460,30,4113,0
21,14460,22,28,3883,0
30,57099,80,1,46,0
30,80,57099,6,264,0
0,56078,23,1,46,0
0,23,56078,1,40,0
19,35254,22,24,2916,0
19,22,35254,26,3745,0
11,49114,22,7,389,0
11,22,49114,10,3631,0
0,48997,1900,1,122,0
0,0,3,1,150,0
0,61608,23,1,46,0
0,23,61608,1,40,0
10,22,55116,19,3185,0
10,55116,22,17,2267,0
30,14555,80,1,46,0
30,80,14555,6,264,0
21,22,59472,28,3873,0
21,59472,22,28,3265,0
8,22,26032,12,2133,0
8,26032,22,16,2016,0
11,45171,22,18,2397,0
11,22,45171,24,4437,0
19,65413,22,24,2916,0
19,22,65413,26,3745,0
9,57159,22,15,2163,0
9,22,57159,21,3289,0
19,3122,22,14,2935,0
19,22,3122,24,3577,0
0,33572,19,1,46,0
0,0,3,1,57,0
11,22,55952,19,3185,0
11,55952,22,16,2215,0
26,38336,22,28,3172,0
26,22,38336,26,3745,0
11,22,51732,19,3185,0
11,51732,22,17,2267,0
10,53165,22,21,2637,0
10,22,53165,23,3429,0
121,24105,22,9,497,0
121,22,24105,10,1650,0
21,50367,22,24,2899,0
21,22,50367,26,3745,0
0,57294,23,1,46,0
0,23,57294,1,40,0
0,5358,19476,1,40,0
0,19476,5358,1,46,0
127,21406,22,5,277,0
127,22,21406,12,3617,0
0,22,54401,5,1285,0
0,54401,22,6,340,0
58,30678,22,16,2239,0
58,22,30678,26,3738,0
10,40333,22,17,2283,0
10,22,40333,19,3197,0
25,22,4847,31,4282,0
25,4847,22,25,2959,0
12,20098,22,6,329,0
12,22,20098,9,5397,0
21030,80,1894,90,3960,0
21030,1894,80,20,920,0
1398,16459,80,2,92,0
1398,80,16459,12,528,0
0,22,60617,5,1285,0
0,60617,22,6,340,0
0,58468,23,1,46,0
0,23,58468,1,40,0
8,22,44594,19,3185,0
8,44594,22,15,2163,0
8,30261,22,6,337,0
8,22,30261,10,4489,0
16,4284,22,20,3165,0
16,22,4284,20,3065,0
0,36086,5358,1,46,0
0,5358,36086,1,40,0
0,42450,3389,2,92,0
0,3389,42450,1,40,0
11,53524,22,15,2163,0
11,22,53524,19,3185,0
0,58793,5351,1,46,0
0,5351,58793,1,40,0
10,22,44001,20,3249,0
10,44001,22,17,2267,0
9,49211,22,17,2283,0
9,22,49211,19,3185,0
10,50382,22,17,2283,0
10,22,50382,19,3185,0
1,2863,445,3,144,0
1,445,2863,3,120,0
8,31826,22,16,2227,0
8,22,31826,18,3185,0
18,10944,22,24,2900,0
18,22,10944,26,3745,0
11,22,37601,19,3197,0
11,37601,22,17,2267,0
21,27886,22,4,257,0
21,22,27886,8,1481,0
6,13141,22,12,1808,0
6,22,13141,14,2249,0
19,22,14661,26,3745,0
19,14661,22,24,2889,0
30,53892,80,1,46,0
30,80,53892,6,264,0
22,16324,22,28,3136,0
22,22,16324,27,4773,0
14,49566,22,18,2327,0
14,22,49566,22,3469,0
10,22,33232,19,3185,0
10,33232,22,17,2267,0
10,22,49639,20,3249,0
10,49639,22,18,2313,0
10,43246,22,17,2267,0
10,22,43246,19,3185,0
0,22,55092,5,1285,0
0,55092,22,6,340,0
37,59331,22,7,381,0
37,22,59331,12,6597,0
18,10028,22,24,2900,0
18,22,10028,26,3745,0
20,22,57901,26,3745,0
20,57901,22,24,2883,0
8,24124,22,9,561,0
8,22,24124,12,1804,0
0,64954,23,1,46,0
0,23,64954,1,40,0
124,30645,22,4,210,0
124,22,30645,5,325,0
0,58704,8888,1,46,0
0,8888,58704,1,40,0
0,10464,22,2,92,0
0,22,10464,1,44,0
10,27266,22,18,2397,0
10,22,27266,23,4393,0
120,26376,22,7,381,0
120,22,26376,14,8681,0
0,80,53741,1,46,0
0,53741,80,1,40,0
0,37463,17,1,46,0
0,0,3,1,57,0
0,80,20842,1,44,0
0,20842,80,2,92,0
20,1556,22,24,2900,0
20,22,1556,26,3745,0
40,22,63370,14,2625,0
40,63370,22,13,1632,0
0,39988,5903,1,46,0
0,5903,39988,1,40,0
0,63042,23,1,46,0
0,23,63042,1,40,0
30,266,80,1,46,0
30,80,266,6,264,0
1,54728,443,3,152,0
1,443,54728,3,120,0
0,80,47887,8,11927,0
0,47887,80,14,767,0
22,22,9066,29,3937,0
22,9066,22,27,3161,0
19,14252,22,26,3071,0
19,22,14252,28,3929,0
0,22,30972,5,1285,0
0,30972,22,6,340,0
0,60465,8883,1,46,0
0,8883,60465,1,40,0
9,58794,22,15,2163,0
9,22,58794,19,3185,0
9,20203,22,7,381,0
9,22,20203,7,3341,0
10,22,48029,20,3305,0
10,48029,22,18,2319,0
10,17838,22,16,2243,0
10,22,17838,20,3278,0
30,10985,80,1,46,0
30,80,10985,6,264,0
83,50817,22,6,383,0
83,22,50817,13,5866,0
9,53130,22,15,2163,0
9,22,53130,19,3185,0
9,22,59218,19,3185,0
9,59218,22,15,2163,0
120,58003,22,3,173,0
120,22,58003,10,6630,0
10,22,54039,19,3185,0
10,54039,22,20,2439,0
0,22,64044,5,1285,0
0,64044,22,6,340,0
0,22,46142,5,1285,0
0,46142,22,6,340,0
19,22,38969,26,3745,0
19,38969,22,24,2918,0
13,22,1692,18,2985,0
13,1692,22,16,2981,0
14,22,3467,18,2985,0
14,3467,22,14,2825,0
10,10899,22,6,329,0
10,22,10899,9,5421,0
0,6603,23,1,46,0
0,23,6603,1,40,0
0,26020,23,1,46,0
0,23,26020,1,40,0
0,23,7334,1,40,0
0,7334,23,1,46,0
0,38466,554,1,46,0
0,554,38466,1,40,0
0,7547,49542,1,40,0
0,49542,7547,1,46,0
0,2000,30705,1,40,0
0,30705,2000,1,46,0
10,22,33424,19,3185,0
10,33424,22,17,2267,0
10,22,42440,18,3145,0
10,42440,22,16,2215,0
0,7089,23,1,46,0
0,23,7089,1,40,0
121,55457,22,5,277,0
121,22,55457,13,6702,0
0,30294,2323,1,46,0
0,2323,30294,1,40,0
34,61488,22,26,3088,0
34,22,61488,34,4477,0
5,47109,22,7,441,0
5,22,47109,8,1564,0
9,57733,22,15,2163,0
9,22,57733,19,3185,0
9,18191,22,18,2775,0
9,22,18191,23,4277,0
84,59213,22,6,1631,0
84,22,59213,13,6670,0
9,37794,22,17,2267,0
9,22,37794,19,3185,0
13,31130,22,18,2327,0
13,22,31130,22,3357,0
125,33636,22,5,274,0
125,22,33636,9,659,0
0,60116,7547,1,46,0
0,7547,60116,1,40,0
19,58784,22,26,3004,0
19,22,58784,26,3745,0
10,22,48662,19,3197,0
10,48662,22,17,2267,0
5,54706,22,3,182,0
5,22,54706,5,349,0
20,11451,22,7,381,0
20,22,11451,11,5557,0
6,22,26760,12,2133,0
6,26760,22,16,2016,0
9,50696,22,15,2163,0
9,22,50696,19,3185,0
12,37487,22,18,2359,0
12,22,37487,21,4333,0
20,22,25045,26,3745,0
20,25045,22,24,2950,0
0,0,8,1,46,0
0,0,0,1,36,0
20,22,30762,28,3913,0
20,30762,22,25,3019,0
0,21800,80,2,92,0
0,80,21800,1,44,0
6,13537,22,12,1856,0
6,22,13537,14,2529,0
0,23,7334,1,40,0
0,7334,23,1,46,0
0,14947,23,1,46,0
0,23,14947,1,40,0
30,42646,80,1,46,0
30,80,42646,6,264,0
9,39797,22,15,2163,0
9,22,39797,19,3185,0
0,30762,7547,1,46,0
0,7547,30762,1,40,0
0,8000,63532,7,702,1
0,63532,8000,6,586,1
0,8000,64595,7,702,1
0,64595,8000,6,586,1
0,8000,64596,7,556,1
0,64596,8000,6,515,1
0,8000,49294,7,702,1
0,49294,8000,6,586,1
0,8000,49295,7,556,1
0,49295,8000,6,515,1
0,34938,80,9,794,0
0,80,34938,8,12019,0
0,8000,63533,7,556,1
0,63533,8000,5,469,1
7,34475,22,8,505,0
7,22,34475,10,1721,0
9,64260,22,6,322,0
9,22,64260,6,418,0
0,80,7551,1,44,0
0,7551,80,2,92,0
0,46816,2,1,46,0
0,2,46816,1,40,0
0,39464,2,1,46,0
0,2,39464,1,40,0
17,21636,22,19,2591,0
17,22,21636,29,5833,0
0,28309,2323,1,46,0
0,2323,28309,1,40,0
20,22,22667,26,3745,0
20,22667,22,24,2889,0
10,22,35096,19,3185,0
10,35096,22,17,2267,0
30,656,80,1,46,0
30,80,656,6,264,0
19,63400,22,25,3036,0
19,22,63400,27,3809,0
10,11943,22,17,2267,0
10,22,11943,19,3185,0
0,12219,9527,1,46,0
0,9527,12219,1,40,0
22,22,41475,32,4345,0
22,41475,22,25,2960,0
0,6000,3306,1,46,0
0,3306,6000,1,40,0
0,8000,49296,7,639,1
0,49296,8000,6,614,1
121,26255,22,4,225,0
121,22,26255,10,4645,0
0,8000,63534,7,639,1
0,63534,8000,6,614,1
0,8000,64597,7,639,1
0,64597,8000,6,614,1
8,22,46051,19,3185,0
8,46051,22,17,2267,0
5,57688,80,5,341,0
5,80,57688,5,1346,0
79,20660,22,7,435,0
79,22,20660,12,5823,0
10,50340,22,17,2351,0
10,22,50340,22,3365,0
0,22,31663,5,1285,0
0,31663,22,6,340,0
30,7238,80,1,46,0
30,80,7238,6,264,0
19,22,60385,26,3745,0
19,60385,22,24,2953,0
7,43986,22,7,375,0
7,22,43986,9,4441,0
0,17614,19,1,46,0
0,0,3,1,57,0
20,18509,22,25,3035,0
20,22,18509,28,4837,0
0,50807,1900,1,122,0
0,0,3,1,150,0
10,36861,22,6,353,0
10,22,36861,11,3683,0
122,47902,22,6,337,0
122,22,47902,14,8601,0
123,59781,22,6,329,0
123,22,59781,15,8737,0
10,22,60777,19,3185,0
10,60777,22,17,2267,0
0,8612,23,1,46,0
0,23,8612,1,40,0
0,31231,4064,1,46,0
0,4064,31231,1,40,0
0,223,49675,1,40,0
0,49675,223,1,46,0
21031,80,804,87,3828,0
21031,804,80,17,782,0
30,48274,80,1,46,0
30,80,48274,6,264,0
0,29152,23,1,46,0
0,23,29152,1,40,0
10,22,35025,20,3237,0
10,35025,22,15,2163,0
9,41342,22,10,1465,0
9,22,41342,12,3373,0
9,55266,22,17,2267,0
9,22,55266,19,3185,0
20,1609,22,24,2901,0
20,22,1609,26,3745,0
6,47028,22,9,1689,0
6,22,47028,13,6081,0
10,22,52039,20,3249,0
10,52039,22,15,2163,0
81,53847,22,5,277,0
81,22,53847,12,8522,0
0,62402,7547,1,46,0
0,7547,62402,1,40,0
0,65145,5358,1,46,0
0,5358,65145,1,40,0
0,13114,23,1,46,0
0,23,13114,1,40,0
18,22970,22,24,2900,0
18,22,22970,26,3745,0
19,22,15732,28,3873,0
19,15732,22,26,3109,0
23,29312,22,28,3140,0
23,22,29312,26,3745,0
8,24148,22,5,262,0
8,22,24148,5,358,0
0,44743,6379,1,46,0
0,6379,44743,1,40,0
18,28476,22,24,2900,0
18,22,28476,26,3745,0
10,36406,22,15,2163,0
10,22,36406,19,3185,0
11,33624,22,19,2379,0
11,22,33624,21,3305,0
9,53222,22,17,2267,0
9,22,53222,19,3185,0
0,80,35327,8,11927,0
0,35327,80,14,662,0
0,21800,3306,1,46,0
0,3306,21800,1,40,0
30,34257,22,1,46,0
30,22,34257,6,264,0
0,51746,23,1,46,0
0,23,51746,1,40,0
9,22,55187,19,3185,0
9,55187,22,17,2267,0
10,22,40955,19,3185,0
10,40955,22,17,2267,0
120,34929,22,3,179,0
120,22,34929,10,4678,0
0,21465,23,1,46,0
0,23,21465,1,40,0
6,40559,22,5,277,0
6,22,40559,7,4317,0
0,23,3117,1,40,0
0,3117,23,1,46,0
0,0,8,1,46,0
0,0,0,1,32,0
0,0,8,1,46,0
0,0,0,1,32,0
6,10160,22,6,359,0
6,22,10160,6,2362,0
6,32324,22,7,375,0
6,22,32324,9,4445,0
6,22,27313,12,2133,0
6,27313,22,17,2068,0
121,26231,22,4,231,0
121,22,26231,12,5645,0
9,46500,22,17,2267,0
9,22,46500,20,3237,0
0,39274,23,1,46,0
0,23,39274,1,40,0
30,4937,80,1,46,0
30,80,4937,6,264,0
9,22,47916,19,3185,0
9,47916,22,16,2215,0
20,22,2497,26,3745,0
20,2497,22,24,2883,0
10,41426,22,17,2267,0
10,22,41426,19,3185,0
21,36182,22,24,2900,0
21,22,36182,27,4645,0
5,14128,22,11,1756,0
5,22,14128,12,2133,0
121,21945,22,6,329,0
121,22,21945,14,8677,0
0,22,40615,5,1285,0
0,40615,22,6,340,0
18,22,11359,26,3745,0
18,11359,22,24,2883,0
0,47393,4899,1,46,0
0,4899,47393,1,40,0
19,38508,22,24,2900,0
19,22,38508,26,3745,0
0,11443,23,1,46,0
0,23,11443,1,40,0
9,33138,22,15,2163,0
9,22,33138,19,3185,0
2,40664,22,12,1811,0
2,22,40664,14,2721,0
9,33709,22,18,2335,0
9,22,33709,19,3185,0
121,54315,22,5,268,0
121,22,54315,5,341,0
6,11704,22,5,301,0
6,22,11704,7,2414,0
8,22,58738,19,3185,0
8,58738,22,18,2319,0
10,16396,22,17,2267,0
10,22,16396,19,3185,0
8,46676,22,6,340,0
8,22,46676,8,533,0
9,22,55065,19,3185,0
9,55065,22,17,2267,0
15,4068,22,13,2779,0
15,22,4068,19,3093,0
0,26459,4911,1,46,0
0,4911,26459,1,40,0
19,3436,22,24,2883,0
19,22,3436,27,3865,0
0,44738,6379,1,46,0
0,6379,44738,1,40,0
0,2323,48198,1,40,0
0,48198,2323,1,46,0
18,22,9737,26,3745,0
18,9737,22,24,2889,0
0,51616,1900,1,122,0
0,0,3,1,150,0
0,25133,23,1,46,0
0,23,25133,1,40,0
10,50075,22,18,2319,0
10,22,50075,20,4085,0
30,53326,80,1,46,0
30,80,53326,6,264,0
8,53713,22,15,2163,0
8,22,53713,19,3185,0
18,6012,22,26,3022,0
18,22,6012,26,3745,0
46,28446,22,7,441,0
46,22,28446,13,1959,0
19,37423,22,24,2883,0
19,22,37423,27,4773,0
18,22,65262,26,3745,0
18,65262,22,24,2883,0
120,38269,22,6,341,0
120,22,38269,9,1640,0
0,22,16495,5,1285,0
0,16495,22,6,340,0
19,22,30531,26,3745,0
19,30531,22,24,2883,0
3,23,47016,2,80,0
3,47016,23,2,120,0
0,54554,22,2,92,0
0,22,54554,1,44,0
10,22,40959,19,3185,0
10,40959,22,15,2163,0
0,1433,6000,1,40,0
0,6000,1433,1,46,0
8,36459,22,16,2209,0
8,22,36459,20,3249,0
0,47913,8080,1,46,0
0,8080,47913,1,40,0
0,22,49567,5,1285,0
0,49567,22,6,340,0
11,22,46939,21,3357,0
11,46939,22,18,2325,0
8,35929,22,15,2163,0
8,22,35929,19,3185,0
0,4445,135,1,64,0
0,135,4445,1,40,0
0,59957,5093,1,46,0
0,5093,59957,1,40,0
20,11474,22,25,3052,0
20,22,11474,27,3809,0
0,21528,23,1,46,0
0,23,21528,1,40,0
30,80,4105,7,308,0
30,4105,80,2,92,0
0,8000,38558,7,670,1
0,38558,8000,8,813,1
0,8000,38559,7,1249,1
0,38559,8000,8,670,1
2,44052,22,12,1586,0
2,22,44052,12,2545,0
10,42894,22,17,2267,0
10,22,42894,20,3237,0
9,22,56859,19,3185,0
9,56859,22,17,2267,0
0,8000,38560,7,670,1
0,38560,8000,8,813,1
0,8000,38561,7,1249,1
0,38561,8000,8,670,1
0,8001,58022,1,40,0
0,58022,8001,1,46,0
0,16998,23,1,46,0
0,23,16998,1,40,0
21,2234,22,24,2948,0
21,22,2234,26,3745,0
0,8000,38562,7,670,1
0,38562,8000,8,813,1
10,22,47339,19,3185,0
10,47339,22,17,2267,0
14,46285,22,17,1988,0
14,22,46285,23,3545,0
0,26598,23,1,46,0
0,23,26598,1,40,0
0,8000,38563,7,1249,1
0,38563,8000,7,618,1
21,27284,22,25,3031,0
21,22,27284,28,3945,0
122,44124,22,5,549,0
122,22,44124,10,4509,0
0,32675,23,1,46,0
0,23,32675,1,40,0
0,6000,3389,1,46,0
0,3389,6000,1,40,0
18,16276,22,26,3020,0
18,22,16276,26,3745,0
5,51368,80,5,341,0
5,80,51368,4,739,0
13,1823,22,15,3045,0
13,22,1823,19,3037,0
12,28664,22,16,2227,0
12,22,28664,22,5078,0
82,23600,22,8,486,0
82,22,23600,16,7958,0
0,14220,88,1,46,0
0,88,14220,1,40,0
0,58721,9999,1,46,0
0,9999,58721,1,40,0
10,22,45737,19,3185,0
10,45737,22,18,2319,0
0,27464,7547,1,46,0
0,7547,27464,1,40,0
0,26578,23,1,46,0
0,23,26578,1,40,0
7,42442,22,6,322,0
7,22,42442,4,265,0
6,59535,22,5,274,0
6,22,59535,4,310,0
0,2323,10607,1,40,0
0,10607,2323,1,46,0
22,35278,22,24,2937,0
22,22,35278,28,5545,0
0,46138,3395,2,92,0
0,3395,46138,1,40,0
11,57824,22,17,2279,0
11,22,57824,20,4213,0
0,40930,22,2,92,0
0,22,40930,1,44,0
30,1033,80,1,46,0
30,80,1033,6,264,0
0,8886,5358,1,46,0
0,5358,8886,1,40,0
18,13404,22,24,2883,0
18,22,13404,26,3745,0
20,43932,22,26,3020,0
20,22,43932,26,3745,0
9,14590,22,12,1808,0
9,22,14590,14,2317,0
0,34654,137,1,46,0
0,137,34654,1,40,0
0,22,17186,5,1285,0
0,17186,22,6,340,0
13,38343,22,18,2040,0
13,22,38343,23,3545,0
10,49407,22,17,2267,0
10,22,49407,19,3185,0
0,5103,5060,1,435,0
0,0,3,1,463,0
13,22,2501,18,2985,0
13,2501,22,16,2917,0
8,19827,22,8,445,0
8,22,19827,8,1514,0
30,15172,80,1,46,0
30,80,15172,6,264,0
6,22,27918,12,2133,0
6,27918,22,17,2068,0
19,46250,22,25,3054,0
19,22,46250,27,3809,0
0,49198,23,1,46,0
0,23,49198,1,40,0
19,30956,22,24,2900,0
19,22,30956,26,3745,0
8,52694,22,17,2267,0
8,22,52694,19,3185,0
19,50405,22,5,277,0
19,22,50405,9,3534,0
13,22,3000,18,2985,0
13,3000,22,13,2779,0
23,22,47590,31,6041,0
23,47590,22,26,3027,0
25,18931,22,19,2391,0
25,22,18931,26,4029,0
121,47278,22,7,387,0
121,22,47278,6,1361,0
9,14364,22,4,226,0
9,22,14364,6,360,0
9,38875,22,16,2215,0
9,22,38875,19,3197,0
123,25623,22,5,280,0
123,22,25623,7,498,0
20,22,22479,27,3797,0
20,22479,22,24,2917,0
10,22,41207,19,3185,0
10,41207,22,16,2215,0
12,36462,22,6,329,0
12,22,36462,9,5397,0
18,21136,22,26,3004,0
18,22,21136,26,3745,0
9,34359,22,17,2267,0
9,22,34359,19,3185,0
30,16593,80,1,46,0
30,80,16593,6,264,0
10,22,37251,19,3185,0
10,37251,22,15,2163,0
12,63601,22,5,277,0
12,22,63601,7,2397,0
0,23987,23,1,46,0
0,23,23987,1,40,0
18,19626,22,24,2900,0
18,22,19626,26,3745,0
0,6447,5358,1,46,0
0,5358,6447,1,40,0
0,50959,3389,2,92,0
0,3389,50959,1,40,0
9,22,60609,19,3185,0
9,60609,22,17,2267,0
19,14785,22,24,2883,0
19,22,14785,26,3745,0
0,5572,443,1,48,0
0,443,5572,1,40,0
127,29896,22,5,268,0
127,22,29896,8,533,0
30,19897,80,1,46,0
30,80,19897,6,264,0
0,1024,8080,1,46,0
0,8080,1024,1,40,0
160,11541,22,6,314,0
160,22,11541,11,729,0
9,22,58911,19,3185,0
9,58911,22,17,2267,0
