B1,B2,B3,B4,A1,class
30.997,23649,80,1,46,0
30.997,80,23649,6,264,0
13.385,22,4520,18,2985,0
13.385,4520,22,14,2825,0
0,26109,22,1,46,0
20.253,2282,22,24,2883,0
20.253,22,2282,27,3865,0
8.382,43169,22,15,2163,0
8.382,22,43169,19,3185,0
10.003,22,39613,19,3185,0
10.003,39613,22,21,2475,0
31,24381,80,1,46,0
31,80,24381,6,264,0
2.491,22,63123,14,2625,0
2.491,63123,22,15,1724,0
30.998,43977,80,1,46,0
30.998,80,43977,6,264,0
0.947,22,26522,5,1285,0
0.947,26522,22,6,340,0
30.997,14356,80,1,46,0
30.997,80,14356,6,264,0
7.479,22,15138,13,2185,0
7.479,15138,22,17,2068,0
16.948,1779,22,18,3073,0
16.948,22,1779,21,3173,0
0,27344,23,1,46,0
0,23,27344,1,40,0
11.131,54393,22,17,2267,0
11.131,22,54393,19,3185,0
122.15,61634,22,7,420,0
122.15,22,61634,10,2615,0
30.997,23239,80,1,46,0
30.997,80,23239,6,264,0
13.992,22,2777,18,2985,0
13.992,2777,22,14,2825,0
30.996,42550,80,1,46,0
30.996,80,42550,6,264,0
0,5069,5060,1,437,0
0,0,3.3,1,465,0
0.975,22,20306,5,1285,0
0.975,20306,22,6,340,0
7.601,36217,80,2,92,0
7.601,80,36217,4,176,0
0,23,17402,1,40,0
0,17402,23,1,46,0
10.347,22,33269,19,3185,0
10.347,33269,22,15,2163,0
9.479,22,55725,19,3185,0
9.479,55725,22,17,2267,0
5.549,38082,22,7,441,0
5.549,22,38082,8,1564,0
73.406,38697,22,2,151,0
73.406,22,38697,7,400,0
8.568,28474,22,15,2163,0
8.568,22,28474,19,3185,0
0,55427,9987,1,46,0
0,0,3.3,1,70,0
14.407,40439,22,9,1420,0
14.407,22,40439,17,9258,0
17.471,34042,22,24,2900,0
17.471,22,34042,26,3745,0
19.159,48604,22,24,2932,0
19.159,22,48604,26,3745,0
8.383,22,58217,19,3185,0
8.383,58217,22,20,2423,0
10.879,55096,22,18,2403,0
10.879,22,55096,20,3249,0
0,48142,7547,1,46,0
0,7547,48142,1,40,0
30.998,18578,80,1,46,0
30.998,80,18578,6,264,0
20.817,22,59656,26,3745,0
20.817,59656,22,24,2918,0
23.611,25562,22,24,3047,0
23.611,22,25562,35,5529,0
31,58057,80,1,46,0
31,80,58057,6,264,0
0.211,56050,80,2,92,0
0.211,80,56050,1,44,0
0,20658,7547,1,46,0
0,7547,20658,1,40,0
0,26115,22,1,46,0
31.002,49176,80,1,46,0
31.002,80,49176,6,264,0
145.218,40213,22,5,276,0
145.218,22,40213,11,645,0
31,32632,80,1,46,0
31,80,32632,6,264,0
0,58878,53,1,70,0
0,0,3.3,1,98,0
31,80,41886,8,480,0
31,41886,80,3,180,0
9.176,11581,22,17,2267,0
9.176,22,11581,19,3185,0
20.467,21169,22,25,2951,0
20.467,22,21169,27,3809,0
10.219,54759,22,16,2283,0
10.219,22,54759,22,3489,0
8.402,44973,22,15,2163,0
8.402,22,44973,19,3185,0
21.513,4308,22,20,3219,0
21.513,22,4308,25,3402,0
22.158,12624,22,24,2932,0
22.158,22,12624,26,3745,0
9.637,48938,22,15,2163,0
9.637,22,48938,19,3185,0
44.066,22,63185,14,2625,0
44.066,63185,22,13,1632,0
0.983,22,20997,5,1285,0
0.983,20997,22,6,340,0
20.215,25789,22,24,2918,0
20.215,22,25789,26,3745,0
10.869,25687,22,17,2267,0
10.869,22,25687,19,3197,0
0,28120,5358,1,46,0
0,5358,28120,1,40,0
30.997,33752,80,1,46,0
30.997,80,33752,6,264,0
9.112,22,39881,19,3185,0
9.112,39881,22,17,2267,0
0.525,58378,80,13,616,0
0.525,80,58378,8,11927,0
18.72,19308,22,24,2964,0
18.72,22,19308,26,3745,0
13.477,49266,22,17,2983,0
13.477,22,49266,26,4753,0
1035.493,326,80,3,138,0
1035.493,80,326,13,572,0
9.554,22,53758,19,3185,0
9.554,53758,22,17,2267,0
9.47,44434,22,15,2163,0
9.47,22,44434,19,3185,0
30.997,34957,80,1,46,0
30.997,80,34957,6,264,0
0,54047,5358,1,46,0
0,5358,54047,1,40,0
0,80,96,1,46,0
0,96,80,1,40,0
12.088,22,24843,16,6677,0
12.088,24843,22,12,1700,0
30.998,59950,80,1,46,0
30.998,80,59950,6,264,0
30.999,18447,80,1,46,0
30.999,80,18447,6,264,0
19.774,35282,22,24,2964,0
19.774,22,35282,26,3745,0
0.46,11359,22,2,92,0
0.46,22,11359,1,44,0
0.001,11468,2323,1,46,0
0.001,2323,11468,1,40,0
9.75,51575,22,15,2163,0
9.75,22,51575,19,3185,0
15.585,19569,22,19,2401,0
15.585,22,19569,23,3609,0
13.223,41430,22,17,2345,0
13.223,22,41430,24,5413,0
120.788,58963,22,5,277,0
120.788,22,58963,13,8605,0
30.998,44637,80,1,46,0
30.998,80,44637,6,264,0
0.965,22,12045,5,1285,0
0.965,12045,22,6,340,0
0,60112,7547,1,46,0
0,7547,60112,1,40,0
30.999,33155,80,1,46,0
30.999,80,33155,6,264,0
0.988,22,53378,5,1285,0
0.988,53378,22,6,340,0
8.201,22,51151,20,3237,0
8.201,51151,22,18,2319,0
0.001,54894,23,1,46,0
0.001,23,54894,1,40,0
9.278,22,42907,19,3185,0
9.278,42907,22,18,2319,0
30.996,27195,80,1,46,0
30.996,80,27195,6,264,0
22.695,53334,22,27,3107,0
22.695,22,53334,28,3929,0
10.71,22,59578,19,3185,0
10.71,59578,22,17,2267,0
30.996,56617,80,1,46,0
30.996,80,56617,6,264,0
9.33,22,40749,19,3185,0
9.33,40749,22,19,2371,0
30.996,61046,80,1,46,0
30.996,80,61046,6,264,0
1035.7,140,80,2,92,0
1035.7,80,140,12,528,0
0.957,22,29949,5,1285,0
0.957,29949,22,6,340,0
17.844,28406,22,26,3004,0
17.844,22,28406,26,3745,0
19.119,22,15077,27,3865,0
19.119,15077,22,24,2907,0
8.849,58637,22,16,2215,0
8.849,22,58637,19,3185,0
30.999,80,56108,7,420,0
30.999,56108,80,2,120,0
0,58484,8080,1,46,0
0,8080,58484,1,40,0
30.999,62028,80,1,46,0
30.999,80,62028,6,264,0
9.439,43680,22,17,2267,0
9.439,22,43680,19,3185,0
8.194,50340,22,16,2050,0
8.194,22,50340,20,3207,0
120.48,42398,22,2,127,0
120.48,22,42398,9,5561,0
20.999,53522,80,4,190,0
20.999,80,53522,2,92,0
20.627,22,14709,26,3745,0
20.627,14709,22,24,2950,0
8.064,19176,22,12,2656,0
8.064,22,19176,15,4253,0
30.998,59403,80,1,46,0
30.998,80,59403,6,264,0
8.859,22,46981,19,3185,0
8.859,46981,22,17,2283,0
11.74,34184,22,19,2241,0
11.74,22,34184,20,3305,0
0,21845,5358,1,46,0
0,5358,21845,1,40,0
30.997,52355,80,1,46,0
30.997,80,52355,6,264,0
0,26128,22,1,46,0
19.026,15588,22,25,3019,0
19.026,22,15588,27,3809,0
10.153,33062,22,17,2267,0
10.153,22,33062,19,3185,0
0.376,22,9090,1,44,0
0.376,9090,22,2,92,0
10.062,22,52318,19,3185,0
10.062,52318,22,15,2163,0
0,23,23,1,46,0
0,23,23,1,40,0
18.369,46774,22,26,3020,0
18.369,22,46774,26,3745,0
9.301,43585,22,17,2267,0
9.301,22,43585,19,3185,0
6.4,18232,22,4,225,0
6.4,22,18232,6,2354,0
15.048,51327,80,2,92,0
15.048,80,51327,5,220,0
0,19949,23,1,60,0
0,23,19949,1,40,0
12.327,51762,22,15,2163,0
12.327,22,51762,19,3185,0
9.234,22,58392,19,3185,0
9.234,58392,22,17,2267,0
0,21008,2013,1,46,0
0,2013,21008,1,40,0
11.757,33997,22,6,977,0
11.757,22,33997,9,3453,0
16.119,22,44375,23,3541,0
16.119,44375,22,19,2104,0
30.997,59954,80,1,46,0
30.997,80,59954,6,264,0
0,43009,23,1,46,0
0,23,43009,1,40,0
0,56145,23,1,46,0
0,23,56145,1,40,0
10.458,22,43994,19,3185,0
10.458,43994,22,17,2267,0
9.772,41630,22,17,2267,0
9.772,22,41630,19,3185,0
0.001,45616,23,1,46,0
0.001,23,45616,1,40,0
10.05,48359,22,17,2267,0
10.05,22,48359,19,3185,0
6.83,44137,22,8,427,0
6.83,22,44137,6,1361,0
10.101,40412,22,17,2267,0
10.101,22,40412,19,3185,0
8.016,22,15951,12,2133,0
8.016,15951,22,17,2068,0
0.001,27765,23,1,46,0
0.001,23,27765,1,40,0
0,11128,23,1,46,0
0,23,11128,1,40,0
0,44069,23,1,46,0
0,23,44069,1,40,0
30.998,22141,80,1,46,0
30.998,80,22141,6,264,0
10.78,47852,22,17,2267,0
10.78,22,47852,19,3185,0
30.999,49788,80,1,46,0
30.999,80,49788,6,264,0
120.479,58238,22,6,335,0
120.479,22,58238,14,8681,0
10.903,22,60029,19,3185,0
10.903,60029,22,17,2267,0
121.851,33349,22,5,289,0
121.851,22,33349,7,2406,0
30.997,32802,80,1,46,0
30.997,80,32802,6,264,0
31,21219,80,1,46,0
31,80,21219,6,264,0
9.464,47611,22,15,2163,0
9.464,22,47611,20,3237,0
33,80,42162,8,480,0
33,42162,80,3,180,0
10.562,56592,22,19,2365,0
10.562,22,56592,20,3249,0
10.221,22,55963,19,3185,0
10.221,55963,22,17,2267,0
5.802,64224,22,5,301,0
5.802,22,64224,6,1378,0
5.415,41788,22,6,374,0
5.415,22,41788,6,414,0
18.858,43250,22,24,2900,0
18.858,22,43250,26,3745,0
30.996,9267,80,1,46,0
30.996,80,9267,6,264,0
7.61,18137,22,7,393,0
7.61,22,18137,9,1640,0
9.432,42193,22,15,2163,0
9.432,22,42193,19,3185,0
10.406,22,52562,20,3237,0
10.406,52562,22,17,2267,0
10.222,22,53675,19,3185,0
10.222,53675,22,17,2267,0
0,0,8,1,46,0
0,0,0,1,32,0
18.294,22,23406,26,3745,0
18.294,23406,22,26,3019,0
45.469,17719,22,5,277,0
45.469,22,17719,10,7401,0
9.81,56958,22,17,2261,0
9.81,22,56958,20,3249,0
11.112,17189,22,17,2363,0
11.112,22,17189,21,3342,0
10.445,38731,22,15,2163,0
10.445,22,38731,19,3185,0
12.477,29045,22,19,2734,0
12.477,22,29045,26,3774,0
0.102,8000,49193,9,6867,1
0.102,49193,8000,7,443,1
0.029,8000,49194,7,556,1
0.029,49194,8000,6,515,1
0.056,8000,49195,7,561,1
0.056,49195,8000,6,589,1
0.074,8000,50241,7,561,1
0.074,50241,8000,6,589,1
0.076,8000,51271,7,561,1
0.076,51271,8000,6,589,1
0.07,8000,52302,7,561,1
0.07,52302,8000,6,589,1
0.072,8000,53328,7,561,1
0.072,53328,8000,6,589,1
0,5323,5060,1,444,0
0,0,3.3,1,472,0
9.415,22,59261,19,3185,0
9.415,59261,22,17,2267,0
0,5100,5060,1,443,0
0,0,3.3,1,471,0
16393.477,8082,49198,1062,197118,1
16393.477,49198,8082,1133,163855,1
0.056,8000,49199,7,702,1
0.056,49199,8000,6,586,1
0.046,8000,49200,7,617,1
0.046,49200,8000,6,585,1
0.068,8000,49203,7,1726,1
0.068,49203,8000,5,533,1
0.064,8000,49204,7,566,1
0.064,49204,8000,6,586,1
0.036,8000,49205,7,593,1
0.036,49205,8000,6,580,1
0.107,8000,49206,7,1726,1
0.107,49206,8000,5,533,1
0.052,8000,50242,7,556,1
0.052,50242,8000,6,515,1
0.056,8000,50243,7,702,1
0.056,50243,8000,6,586,1
1.018,8000,50244,7,1727,1
1.018,50244,8000,6,579,1
0.051,8000,51272,7,556,1
0.051,51272,8000,6,515,1
0.057,8000,51273,7,702,1
0.057,51273,8000,6,586,1
1.101,8000,51274,7,1727,1
1.101,51274,8000,6,579,1
0.052,8000,52303,7,556,1
0.052,52303,8000,6,515,1
0.073,8000,52304,7,702,1
0.073,52304,8000,6,586,1
1.061,8000,52305,7,1727,1
1.061,52305,8000,6,579,1
0.051,8000,53329,7,556,1
0.051,53329,8000,6,515,1
0.056,8000,53330,7,702,1
0.056,53330,8000,6,586,1
0.972,8000,53331,7,1727,1
0.972,53331,8000,6,579,1
30.998,46191,80,1,46,0
30.998,80,46191,6,264,0
0.951,22,54069,5,1285,0
0.951,54069,22,6,340,0
0.077,8000,1203,7,556,1
0.077,1203,8000,6,515,1
180.081,8000,1204,14,1404,1
180.081,1204,8000,12,1172,1
0.056,8000,50862,7,556,1
0.056,50862,8000,6,515,1
0.078,8000,50863,7,702,1
0.078,50863,8000,6,586,1
0.08,8000,52928,7,702,1
0.08,52928,8000,6,586,1
0.057,8000,52929,7,556,1
0.057,52929,8000,6,515,1
0.058,8000,54601,7,556,1
0.058,54601,8000,6,515,1
0.076,8000,54602,7,702,1
0.076,54602,8000,6,586,1
121.483,37692,22,5,283,0
121.483,22,37692,14,8677,0
0,54641,161,2,139,0
0,0,3.3,2,195,0
30.996,30768,80,1,46,0
30.996,80,30768,6,264,0
30.999,56684,80,1,46,0
30.999,80,56684,6,264,0
7.703,22,60708,19,3185,0
7.703,60708,22,18,2319,0
19.806,30167,22,24,2916,0
19.806,22,30167,26,3745,0
0,23,18205,1,40,0
0,18205,23,1,46,0
15.504,13387,22,8,1625,0
15.504,22,13387,12,5478,0
0,5900,5900,1,46,0
0,5900,5900,1,40,0
10.276,22,42315,20,3237,0
10.276,42315,22,19,2371,0
31,59008,80,1,46,0
31,80,59008,6,264,0
10.504,22,35864,20,3249,0
10.504,35864,22,15,2157,0
0,21800,5007,1,46,0
0,5007,21800,1,40,0
120.924,27514,22,6,607,0
120.924,22,27514,11,4631,0
20.932,22,30351,27,3809,0
20.932,30351,22,27,3687,0
0.056,8000,50245,7,639,1
0.056,50245,8000,6,614,1
0.063,8000,51277,7,639,1
0.063,51277,8000,6,614,1
0.053,8000,52306,7,639,1
0.053,52306,8000,6,614,1
0.055,8000,53334,7,639,1
0.055,53334,8000,6,614,1
135.067,8000,53335,2,92,1
135.067,53335,8000,4,190,1
0.074,6729,80,2,92,0
0.074,80,6729,1,44,0
9.479,47943,22,15,2163,0
9.479,22,47943,19,3185,0
2.673,61407,22,12,1586,0
2.673,22,61407,12,2545,0
0.058,8000,52930,7,639,1
0.058,52930,8000,6,614,1
30.998,23675,80,1,46,0
30.998,80,23675,6,264,0
9.404,14735,22,17,2267,0
9.404,22,14735,19,3185,0
0.055,8000,50864,7,639,1
0.055,50864,8000,6,614,1
0,16140,23,1,46,0
0,23,16140,1,40,0
30.996,8310,80,1,46,0
30.996,80,8310,6,264,0
10.137,22,44446,19,3185,0
10.137,44446,22,17,2267,0
0,785,7547,1,46,0
0,7547,785,1,40,0
22.994,1398,22,28,3440,0
22.994,22,1398,31,4177,0
11.872,36283,22,15,2163,0
11.872,22,36283,19,3185,0
30.998,4908,80,1,46,0
30.998,80,4908,6,264,0
30.999,80,56458,7,420,0
30.999,56458,80,2,120,0
22.533,59816,22,27,3056,0
22.533,22,59816,26,3745,0
30.998,31006,80,1,46,0
30.998,80,31006,6,264,0
1.631,4354,445,3,144,0
1.631,445,4354,3,120,0
1.375,445,2485,3,120,0
1.375,2485,445,3,144,0
9.091,22,46322,19,3185,0
9.091,46322,22,15,2163,0
30.997,28791,80,1,46,0
30.997,80,28791,6,264,0
25.526,19774,22,13,1901,0
25.526,22,19774,22,6233,0
9.523,54394,22,15,2163,0
9.523,22,54394,19,3185,0
120.944,39787,22,6,329,0
120.944,22,39787,14,8698,0
0.067,8000,49837,7,639,1
0.067,49837,8000,6,614,1
12.577,3945,22,14,2825,0
12.577,22,3945,18,2985,0
30.998,5808,80,1,46,0
30.998,80,5808,6,264,0
30.999,60541,80,1,46,0
30.999,80,60541,6,264,0
14.316,27495,22,13,1863,0
14.316,22,27495,19,4901,0
0.055,8000,54603,7,639,1
0.055,54603,8000,6,614,1
8.765,22,54573,20,3249,0
8.765,54573,22,18,2403,0
9.255,50155,22,17,2267,0
9.255,22,50155,19,3185,0
8.183,19521,22,4,218,0
8.183,22,19521,7,552,0
9.418,22,35634,20,3249,0
9.418,35634,22,17,2267,0
0,41994,1080,1,46,0
0,1080,41994,1,40,0
24.045,22,15352,29,4773,0
24.045,15352,22,26,3172,0
0,6335,7547,1,46,0
0,7547,6335,1,40,0
30.997,23812,80,1,46,0
30.997,80,23812,6,264,0
2.296,37016,22,12,1586,0
2.296,22,37016,13,2585,0
133.152,13346,22,9,499,0
133.152,22,13346,11,2637,0
17.592,22,11147,26,3745,0
17.592,11147,22,24,2966,0
30.996,29817,80,1,46,0
30.996,80,29817,6,264,0
6.656,19973,22,11,1756,0
6.656,22,19973,12,2201,0
6.421,35223,22,7,459,0
6.421,22,35223,7,1479,0
7.118,57104,22,15,2067,0
7.118,22,57104,18,3065,0
0.041,8000,49212,7,593,1
0.041,49212,8000,6,580,1
0.053,8000,49213,7,1726,1
0.053,49213,8000,6,579,1
13.414,23020,22,7,374,0
13.414,22,23020,7,494,0
8.444,22,48188,19,3185,0
8.444,48188,22,15,2163,0
9.918,22,48299,19,3185,0
9.918,48299,22,15,2163,0
0,0,8,1,46,0
0,0,0,1,36,0
0.001,52017,23,1,46,0
0.001,23,52017,1,40,0
8.753,22,44716,19,3185,0
8.753,44716,22,18,2319,0
30.997,23515,80,1,46,0
30.997,80,23515,6,264,0
30.997,57027,80,1,46,0
30.997,80,57027,6,264,0
25.22,39706,22,28,3108,0
25.22,22,39706,26,3745,0
5.547,33871,22,7,441,0
5.547,22,33871,10,1680,0
0.01,67,68,1,377,0
0.01,68,67,1,328,0
0,23209,23,1,46,0
0,23,23209,1,40,0
0,26156,22,1,46,0
14.986,30543,22,10,1517,0
14.986,22,30543,16,6273,0
31,17623,80,1,46,0
31,80,17623,6,264,0
32.999,80,42502,8,480,0
32.999,42502,80,3,180,0
0.036,8000,49217,7,639,1
0.036,49217,8000,6,614,1
30.997,44247,80,1,46,0
30.997,80,44247,6,264,0
9.236,22,50875,19,3185,0
9.236,50875,22,15,2163,0
9.386,15052,22,17,2279,0
9.386,22,15052,20,4085,0
21.276,51374,22,24,2908,0
21.276,22,51374,28,3865,0
0,23,53152,1,40,0
0,53152,23,1,46,0
9.187,53727,22,18,2335,0
9.187,22,53727,20,3249,0
0.928,22,63021,5,1285,0
0.928,63021,22,6,340,0
132.872,39494,22,5,262,0
132.872,22,39494,9,525,0
0.001,28841,5358,1,46,0
0.001,5358,28841,1,40,0
0.383,60190,22,2,92,0
0.383,22,60190,1,44,0
30.996,9365,80,1,46,0
30.996,80,9365,6,264,0
20.826,22,63899,27,3785,0
20.826,63899,22,25,2993,0
0,58613,520,1,46,0
0,520,58613,1,40,0
1.66,3165,445,3,144,0
1.66,445,3165,3,120,0
124.046,55990,22,8,448,0
124.046,22,55990,11,2674,0
10.293,22,41759,19,3185,0
10.293,41759,22,15,2179,0
0,38773,6379,1,46,0
0,6379,38773,1,40,0
30.997,39392,80,1,46,0
30.997,80,39392,6,264,0
6.896,52839,22,10,1245,0
6.896,22,52839,7,2157,0
22.64,58808,22,24,2899,0
22.64,22,58808,28,3985,0
17.72,64384,22,24,2883,0
17.72,22,64384,26,3745,0
22.315,21369,22,27,3153,0
22.315,22,21369,29,4049,0
9.122,50683,22,17,2267,0
9.122,22,50683,19,3185,0
30.999,15484,80,1,46,0
30.999,80,15484,6,264,0
9.732,53051,22,15,2163,0
9.732,22,53051,20,3305,0
30.999,63599,80,1,46,0
30.999,80,63599,6,264,0
6.197,22,16887,12,2133,0
6.197,16887,22,17,2068,0
13.319,1590,22,13,2843,0
13.319,22,1590,18,2985,0
50.557,80,61000,6,240,0
50.557,61000,80,7,322,0
30.996,22,16602,6,264,0
30.996,16602,22,1,46,0
13.342,22,2697,18,2985,0
13.342,2697,22,14,2889,0
30.997,40484,80,1,46,0
30.997,80,40484,6,264,0
19.729,64467,22,24,2918,0
19.729,22,64467,26,3745,0
10.014,22,35666,19,3185,0
10.014,35666,22,19,2371,0
0,0,8,1,46,0
0,0,0,1,28,0
30.999,13826,80,1,46,0
30.999,80,13826,6,264,0
447.24,355,80,2,92,0
447.24,80,355,12,528,0
0,45723,33384,1,46,0
0,33384,45723,1,40,0
9.554,39493,22,15,2163,0
9.554,22,39493,19,3185,0
14.736,18817,22,8,1089,0
14.736,22,18817,12,5602,0
23.013,61284,22,28,3427,0
23.013,22,61284,34,5261,0
9.956,22,59991,19,3185,0
9.956,59991,22,17,2267,0
10.571,26421,22,18,2321,0
10.571,22,26421,21,3309,0
12.749,22,1026,18,2985,0
12.749,1026,22,13,2779,0
21.191,53632,22,26,3046,0
21.191,22,53632,30,4105,0
30.997,39539,80,1,46,0
30.997,80,39539,6,264,0
5.801,11241,22,4,225,0
5.801,22,11241,6,1378,0
0,21800,8443,1,46,0
0,8443,21800,1,40,0
120.435,29133,22,5,283,0
120.435,22,29133,13,6923,0
18.953,22,51979,26,3745,0
18.953,51979,22,24,2889,0
0,21677,23,1,46,0
0,23,21677,1,40,0
19.007,22,15067,26,3745,0
19.007,15067,22,26,2987,0
11.04,46312,22,15,2163,0
11.04,22,46312,20,3305,0
8.585,20378,22,5,277,0
8.585,22,20378,7,2430,0
6.54,59979,22,6,353,0
6.54,22,59979,8,2507,0
0,34553,5358,1,46,0
0,5358,34553,1,40,0
0,5073,5060,1,430,0
0,0,3.3,1,458,0
14.996,38543,80,1,46,0
14.996,80,38543,5,220,0
105.198,27339,22,6,398,0
105.198,22,27339,12,5823,0
0.987,22,38901,5,1285,0
0.987,38901,22,6,340,0
30.996,14643,80,1,46,0
30.996,80,14643,6,264,0
1.331,10002,22,6,341,0
1.331,22,10002,5,1285,0
20.488,59080,22,27,3308,0
20.488,22,59080,29,3937,0
9.064,22,59665,19,3185,0
9.064,59665,22,18,2319,0
20.77,22,46331,26,3745,0
20.77,46331,22,24,2889,0
0,38417,23,1,46,0
0,23,38417,1,40,0
0,45286,23,1,46,0
0,23,45286,1,40,0
9.85,22,51661,19,3185,0
9.85,51661,22,15,2163,0
9.843,56905,22,15,2163,0
9.843,22,56905,19,3185,0
30.999,80,56834,7,420,0
30.999,56834,80,2,120,0
26.423,14897,22,4,240,0
26.423,22,14897,7,515,0
9.426,58568,22,15,2163,0
9.426,22,58568,19,3185,0
120.833,10607,22,4,225,0
120.833,22,10607,10,6630,0
0,23,7334,1,40,0
0,7334,23,1,46,0
0,23,2776,1,40,0
0,2776,23,1,46,0
9.592,46830,22,15,2163,0
9.592,22,46830,19,3185,0
0,47892,5900,1,46,0
0,5900,47892,1,40,0
0,15735,7547,1,46,0
0,7547,15735,1,40,0
0.001,6000,1433,1,46,0
0.001,1433,6000,1,40,0
0.44,59946,22,12,1457,0
0.44,22,59946,10,2445,0
0,37608,2323,1,46,0
0,2323,37608,1,40,0
0.993,22,15472,5,1285,0
0.993,15472,22,6,340,0
31,15582,80,1,46,0
31,80,15582,6,264,0
1036.278,292,80,2,92,0
1036.278,80,292,12,528,0
30.997,36926,80,1,46,0
30.997,80,36926,6,264,0
20.389,15592,22,24,2900,0
20.389,22,15592,26,3745,0
121.949,57471,22,6,337,0
121.949,22,57471,6,1345,0
2.401,35672,22,13,1593,0
2.401,22,35672,12,2617,0
8.693,48627,22,15,2195,0
8.693,22,48627,19,3185,0
10.617,57081,22,17,2267,0
10.617,22,57081,19,3185,0
19.77,22,29209,26,3745,0
19.77,29209,22,26,2987,0
0,26796,5358,1,46,0
0,5358,26796,1,40,0
30.998,40551,80,1,46,0
30.998,80,40551,6,264,0
5.935,56333,22,4,225,0
5.935,22,56333,6,2354,0
1036.28,141,80,4,184,0
1036.28,80,141,14,616,0
0,48525,23,1,46,0
0,23,48525,1,40,0
10.238,22,40103,19,3185,0
10.238,40103,22,17,2267,0
9.577,22,35887,19,3185,0
9.577,35887,22,17,2267,0
11.556,15823,22,17,2201,0
11.556,22,15823,19,3265,0
121.457,28089,22,6,343,0
121.457,22,28089,15,8725,0
9.729,22,36396,19,3185,0
9.729,36396,22,17,2267,0
13.69,56416,22,17,2927,0
13.69,22,56416,21,4345,0
6.119,53650,80,4,190,0
6.119,80,53650,2,92,0
18.953,22,47582,26,3745,0
18.953,47582,22,26,2993,0
30.999,2850,80,1,46,0
30.999,80,2850,6,264,0
30.997,16918,80,1,46,0
30.997,80,16918,6,264,0
13.629,39292,22,17,2927,0
13.629,22,39292,21,4329,0
10.298,36519,22,19,2371,0
10.298,22,36519,19,3185,0
0.411,7464,22,7,424,0
0.411,22,7464,5,1285,0
10.014,36658,22,15,2163,0
10.014,22,36658,19,3185,0
9.161,13156,22,17,2261,0
9.161,22,13156,20,3249,0
10.12,22,35353,19,3185,0
10.12,35353,22,15,2163,0
0,14605,23,1,46,0
0,23,14605,1,40,0
91.125,23,7334,2,80,0
91.125,7334,23,2,92,0
9.936,45441,22,15,2163,0
9.936,22,45441,20,4213,0
12.3,33332,22,16,2227,0
12.3,22,33332,20,3278,0
120.941,48282,22,4,225,0
120.941,22,48282,12,8481,0
0,22102,23,1,46,0
0,23,22102,1,40,0
19.597,22,59559,26,3745,0
19.597,59559,22,24,2889,0
17.406,35092,22,24,2900,0
17.406,22,35092,26,3745,0
3.049,57475,80,2,92,0
3.049,80,57475,3,132,0
18.652,40262,22,26,3036,0
18.652,22,40262,26,3745,0
7.562,20538,22,11,1756,0
7.562,22,20538,13,2261,0
11.256,45216,22,18,2325,0
11.256,22,45216,21,3357,0
14.096,22,4825,18,2985,0
14.096,4825,22,15,2871,0
7.486,11751,22,8,1365,0
7.486,22,11751,12,5082,0
8.569,54690,22,15,2163,0
8.569,22,54690,19,3185,0
0.989,22,39592,5,1285,0
0.989,39592,22,6,340,0
10.81,22,44817,19,3185,0
10.81,44817,22,17,2267,0
7.361,50768,22,6,329,0
7.361,22,50768,8,2449,0
10.408,22,58288,20,3249,0
10.408,58288,22,15,2163,0
31,31888,80,1,46,0
31,80,31888,6,264,0
9.879,22,49295,19,3185,0
9.879,49295,22,20,2423,0
0.001,9578,23,1,46,0
0.001,23,9578,1,40,0
21.809,22,2637,26,3745,0
21.809,2637,22,26,2987,0
32.999,80,42898,8,480,0
32.999,42898,80,3,180,0
2.823,43412,22,13,1593,0
2.823,22,43412,13,2669,0
8.813,22,52413,19,3185,0
8.813,52413,22,17,2267,0
7.399,12558,22,2,106,0
7.399,22,12558,4,240,0
30.999,30907,80,1,46,0
30.999,80,30907,6,264,0
6.914,11304,22,8,480,0
6.914,22,11304,9,2489,0
121.46,11654,22,3,179,0
121.46,22,11654,11,6485,0
7121.043,80,227,87,3828,0
7121.043,227,80,17,782,0
1.101,22,46866,6,1337,0
1.101,46866,22,9,1121,0
30.998,48398,80,1,46,0
30.998,80,48398,6,264,0
9.927,22,58800,19,3185,0
9.927,58800,22,18,2319,0
19.412,9308,22,26,3139,0
19.412,22,9308,30,3941,0
0.001,26514,5358,1,46,0
0.001,5358,26514,1,40,0
0.049,8000,50299,7,556,1
0.049,50299,8000,6,515,1
0.061,8000,50300,7,702,1
0.061,50300,8000,6,586,1
135.077,8000,50301,3,132,1
135.077,50301,8000,4,190,1
0.055,8000,51329,7,556,1
0.055,51329,8000,6,515,1
0.065,8000,51330,7,702,1
0.065,51330,8000,6,586,1
0.052,8000,52373,7,556,1
0.052,52373,8000,6,515,1
0.062,8000,52374,7,702,1
0.062,52374,8000,5,540,1
15,95,80,1,46,0
15,80,95,5,220,0
8.333,58744,22,17,2267,0
8.333,22,58744,19,3185,0
19.302,60010,22,24,2916,0
19.302,22,60010,26,3745,0
30.997,38958,80,1,46,0
30.997,80,38958,6,264,0
8.69,53546,22,15,2163,0
8.69,22,53546,19,3185,0
447.205,138,80,3,138,0
447.205,80,138,13,572,0
0,0,3.3,1,81,0
0.067,8000,59103,7,702,1
0.067,59103,8000,6,586,1
0.056,8000,59104,7,556,1
0.056,59104,8000,6,515,1
0.076,8000,54987,7,702,1
0.076,54987,8000,6,586,1
0.058,8000,54988,7,556,1
